state,occ_type,occ_salary,geography
Pennsylvania,occ_150000,72210,state
Pennsylvania,occ_170000,70020,state
Pennsylvania,occ_190000,59940,state
Pennsylvania,occ_210000,37790,state
Pennsylvania,occ_230000,75030,state
Pennsylvania,occ_250000,52500,state
Pennsylvania,occ_270000,41520,state
Pennsylvania,occ_290000,58820,state
Pennsylvania,occ_310000,26190,state
Pennsylvania,occ_330000,36280,state
Pennsylvania,occ_350000,19270,state
Pennsylvania,occ_370000,24190,state
Pennsylvania,occ_390000,21540,state
Pennsylvania,occ_410000,25330,state
Pennsylvania,occ_430000,32020,state
Pennsylvania,occ_450000,26840,state
Pennsylvania,occ_470000,42560,state
Pennsylvania,occ_490000,40900,state
Pennsylvania,occ_510000,34400,state
Pennsylvania,occ_530000,30750,state
Rhode Island,occ_110000,109570,state
Rhode Island,occ_130000,66330,state
Rhode Island,occ_150000,77410,state
Rhode Island,occ_170000,81360,state
Rhode Island,occ_190000,67490,state
Rhode Island,occ_210000,39160,state
Rhode Island,occ_230000,59840,state
Rhode Island,occ_250000,60850,state
Rhode Island,occ_270000,46020,state
Rhode Island,occ_290000,70540,state
Rhode Island,occ_310000,29160,state
Rhode Island,occ_330000,48470,state
Rhode Island,occ_350000,19250,state
Rhode Island,occ_370000,27010,state
Rhode Island,occ_390000,22600,state
Rhode Island,occ_410000,25740,state
Rhode Island,occ_430000,35810,state
Rhode Island,occ_450000,18610,state
Rhode Island,occ_470000,46880,state
Rhode Island,occ_490000,43620,state
Rhode Island,occ_510000,30140,state
Rhode Island,occ_530000,29590,state
South Carolina,occ_110000,82440,state
South Carolina,occ_130000,53210,state
South Carolina,occ_150000,60990,state
South Carolina,occ_170000,69690,state
South Carolina,occ_190000,53770,state
South Carolina,occ_210000,35040,state
South Carolina,occ_230000,50930,state
South Carolina,occ_250000,43730,state
South Carolina,occ_270000,35240,state
South Carolina,occ_290000,53450,state
South Carolina,occ_310000,22860,state
South Carolina,occ_330000,30090,state
South Carolina,occ_350000,18320,state
South Carolina,occ_370000,19710,state
South Carolina,occ_390000,19340,state
South Carolina,occ_410000,21520,state
South Carolina,occ_430000,29020,state
South Carolina,occ_450000,26900,state
South Carolina,occ_470000,33800,state
South Carolina,occ_490000,37970,state
South Carolina,occ_510000,31940,state
South Carolina,occ_530000,25970,state
South Dakota,occ_110000,82750,state
South Dakota,occ_130000,52660,state
South Dakota,occ_150000,53580,state
South Dakota,occ_170000,56800,state
South Dakota,occ_190000,47770,state
South Dakota,occ_210000,35220,state
South Dakota,occ_230000,56110,state
South Dakota,occ_250000,36890,state
South Dakota,occ_270000,31110,state
South Dakota,occ_290000,48920,state
South Dakota,occ_310000,24280,state
South Dakota,occ_330000,33460,state
South Dakota,occ_350000,18560,state
South Dakota,occ_370000,21700,state
South Dakota,occ_390000,21500,state
South Dakota,occ_410000,23960,state
South Dakota,occ_430000,26760,state
South Dakota,occ_450000,26410,state
South Dakota,occ_470000,32230,state
South Dakota,occ_490000,38300,state
South Dakota,occ_510000,29220,state
South Dakota,occ_530000,27410,state
Tennessee,occ_110000,75890,state
Tennessee,occ_130000,54880,state
Tennessee,occ_150000,65810,state
Tennessee,occ_170000,69720,state
Tennessee,occ_190000,54100,state
Tennessee,occ_210000,37200,state
Tennessee,occ_230000,61050,state
Tennessee,occ_250000,42080,state
Tennessee,occ_270000,37800,state
Tennessee,occ_290000,51280,state
Tennessee,occ_310000,23800,state
Tennessee,occ_330000,31310,state
Tennessee,occ_350000,18280,state
Tennessee,occ_370000,20170,state
Tennessee,occ_390000,19150,state
Tennessee,occ_410000,23350,state
Tennessee,occ_430000,29360,state
Tennessee,occ_450000,23390,state
Tennessee,occ_470000,34250,state
Tennessee,occ_490000,38310,state
Tennessee,occ_510000,30210,state
Tennessee,occ_530000,27720,state
Texas,occ_110000,93600,state
Texas,occ_130000,63470,state
Texas,occ_150000,76130,state
Texas,occ_170000,78650,state
Texas,occ_190000,57930,state
Texas,occ_210000,42360,state
Texas,occ_230000,75650,state
Texas,occ_250000,46860,state
Texas,occ_270000,39640,state
Texas,occ_290000,59370,state
Texas,occ_310000,23970,state
Texas,occ_330000,35590,state
Texas,occ_350000,18490,state
Texas,occ_370000,19680,state
Texas,occ_390000,18350,state
Texas,occ_410000,25020,state
Texas,occ_430000,30270,state
Texas,occ_450000,20810,state
Texas,occ_470000,34190,state
Texas,occ_490000,38280,state
Texas,occ_510000,29480,state
Texas,occ_530000,27560,state
Utah,occ_110000,81480,state
Utah,occ_130000,57480,state
Utah,occ_150000,70190,state
Utah,occ_170000,69380,state
Utah,occ_190000,51390,state
Utah,occ_210000,36270,state
Utah,occ_230000,69670,state
Utah,occ_250000,37900,state
Utah,occ_270000,38300,state
Utah,occ_290000,57090,state
Utah,occ_310000,24650,state
Utah,occ_330000,35300,state
Utah,occ_350000,18750,state
Utah,occ_370000,20570,state
Utah,occ_390000,20740,state
Utah,occ_410000,25260,state
Utah,occ_430000,29320,state
Utah,occ_450000,23400,state
Utah,occ_470000,38000,state
Utah,occ_490000,42940,state
Utah,occ_510000,31160,state
Utah,occ_530000,30880,state
Vermont,occ_110000,83490,state
Vermont,occ_130000,57420,state
Vermont,occ_150000,63450,state
Vermont,occ_170000,64070,state
Vermont,occ_190000,52360,state
Vermont,occ_210000,37020,state
Vermont,occ_230000,57400,state
Vermont,occ_250000,41700,state
Vermont,occ_270000,36990,state
Vermont,occ_290000,59430,state
Vermont,occ_310000,28560,state
Vermont,occ_330000,36130,state
Vermont,occ_350000,22290,state
Vermont,occ_370000,25860,state
Vermont,occ_390000,23140,state
Vermont,occ_410000,25360,state
Vermont,occ_430000,32720,state
Vermont,occ_450000,24160,state
Vermont,occ_470000,37600,state
Vermont,occ_490000,39620,state
Vermont,occ_510000,31680,state
Vermont,occ_530000,31610,state
Virginia,occ_110000,112680,state
Virginia,occ_130000,72790,state
Virginia,occ_150000,92290,state
Virginia,occ_170000,78900,state
Virginia,occ_190000,70270,state
Virginia,occ_210000,42850,state
Virginia,occ_230000,81820,state
Virginia,occ_250000,45730,state
Virginia,occ_270000,47440,state
Virginia,occ_290000,58310,state
Virginia,occ_310000,25720,state
Virginia,occ_330000,37790,state
Virginia,occ_350000,19420,state
Virginia,occ_370000,21710,state
Virginia,occ_390000,20070,state
Virginia,occ_410000,24450,state
Virginia,occ_430000,32250,state
Virginia,occ_450000,27310,state
Virginia,occ_470000,37140,state
Virginia,occ_490000,42640,state
Virginia,occ_510000,31130,state
Virginia,occ_530000,29560,state
Washington,occ_110000,103010,state
Washington,occ_130000,67790,state
Washington,occ_150000,96920,state
Washington,occ_170000,83020,state
Washington,occ_190000,62920,state
Washington,occ_210000,40740,state
Washington,occ_230000,74530,state
Washington,occ_250000,46880,state
Washington,occ_270000,45130,state
Washington,occ_290000,71520,state
Washington,occ_310000,31370,state
Washington,occ_330000,44240,state
Washington,occ_350000,21670,state
Washington,occ_370000,26750,state
Washington,occ_390000,23600,state
Washington,occ_410000,28970,state
Washington,occ_430000,35790,state
Washington,occ_450000,24170,state
Washington,occ_470000,51290,state
Washington,occ_490000,48060,state
Washington,occ_510000,36360,state
Washington,occ_530000,33330,state
West Virginia,occ_110000,67520,state
West Virginia,occ_130000,52120,state
West Virginia,occ_150000,56980,state
West Virginia,occ_170000,62490,state
West Virginia,occ_190000,45350,state
West Virginia,occ_210000,31630,state
West Virginia,occ_230000,53330,state
West Virginia,occ_250000,41820,state
West Virginia,occ_270000,35190,state
West Virginia,occ_290000,49190,state
West Virginia,occ_310000,21560,state
West Virginia,occ_330000,27990,state
West Virginia,occ_350000,18160,state
West Virginia,occ_370000,20520,state
West Virginia,occ_390000,18210,state
West Virginia,occ_410000,20030,state
West Virginia,occ_430000,25920,state
West Virginia,occ_450000,26110,state
West Virginia,occ_470000,40340,state
West Virginia,occ_490000,35110,state
West Virginia,occ_510000,31770,state
West Virginia,occ_530000,27820,state
Wisconsin,occ_110000,86820,state
Wisconsin,occ_130000,55480,state
Wisconsin,occ_150000,67190,state
Wisconsin,occ_170000,63320,state
Wisconsin,occ_190000,53150,state
Wisconsin,occ_210000,41190,state
Wisconsin,occ_230000,58900,state
Wisconsin,occ_250000,45840,state
Wisconsin,occ_270000,38020,state
Wisconsin,occ_290000,59770,state
Wisconsin,occ_310000,27270,state
Wisconsin,occ_330000,37360,state
Wisconsin,occ_350000,18590,state
Wisconsin,occ_370000,23040,state
Wisconsin,occ_390000,21330,state
Wisconsin,occ_410000,24490,state
Wisconsin,occ_430000,31760,state
Wisconsin,occ_450000,28940,state
Wisconsin,occ_470000,45740,state
Wisconsin,occ_490000,41600,state
Wisconsin,occ_510000,33090,state
Wisconsin,occ_530000,29400,state
Wyoming,occ_110000,79640,state
Wyoming,occ_130000,56350,state
Wyoming,occ_150000,56200,state
Wyoming,occ_170000,64370,state
Wyoming,occ_190000,53220,state
Wyoming,occ_210000,43020,state
Wyoming,occ_230000,54610,state
Wyoming,occ_250000,45730,state
Wyoming,occ_270000,34170,state
Wyoming,occ_290000,59360,state
Wyoming,occ_310000,28120,state
Wyoming,occ_330000,40520,state
Wyoming,occ_350000,18770,state
Wyoming,occ_370000,24130,state
Wyoming,occ_390000,22520,state
Wyoming,occ_410000,25010,state
Wyoming,occ_430000,30810,state
Wyoming,occ_450000,28120,state
Wyoming,occ_470000,44050,state
Wyoming,occ_490000,47560,state
Wyoming,occ_510000,44270,state
Wyoming,occ_530000,38850,state
