cbsa,occ_type,occ_salary,cbsa_name,geography
19740,occ_270000,45990,"Denver-Aurora-Broomfield, CO",metro
19740,occ_290000,68380,"Denver-Aurora-Broomfield, CO",metro
19740,occ_310000,30840,"Denver-Aurora-Broomfield, CO",metro
19740,occ_330000,36980,"Denver-Aurora-Broomfield, CO",metro
19740,occ_350000,19150,"Denver-Aurora-Broomfield, CO",metro
19740,occ_370000,23080,"Denver-Aurora-Broomfield, CO",metro
19740,occ_390000,21620,"Denver-Aurora-Broomfield, CO",metro
19740,occ_410000,29600,"Denver-Aurora-Broomfield, CO",metro
19740,occ_430000,35560,"Denver-Aurora-Broomfield, CO",metro
19740,occ_450000,26200,"Denver-Aurora-Broomfield, CO",metro
19740,occ_470000,40630,"Denver-Aurora-Broomfield, CO",metro
19740,occ_490000,45190,"Denver-Aurora-Broomfield, CO",metro
19740,occ_510000,33330,"Denver-Aurora-Broomfield, CO",metro
19740,occ_530000,32040,"Denver-Aurora-Broomfield, CO",metro
19780,occ_110000,86600,"Des Moines-West Des Moines, IA",metro
19780,occ_130000,59170,"Des Moines-West Des Moines, IA",metro
19780,occ_150000,72510,"Des Moines-West Des Moines, IA",metro
19780,occ_170000,62880,"Des Moines-West Des Moines, IA",metro
19780,occ_190000,58210,"Des Moines-West Des Moines, IA",metro
19780,occ_210000,41900,"Des Moines-West Des Moines, IA",metro
19780,occ_230000,72830,"Des Moines-West Des Moines, IA",metro
19780,occ_250000,41590,"Des Moines-West Des Moines, IA",metro
19780,occ_270000,36550,"Des Moines-West Des Moines, IA",metro
19780,occ_290000,55700,"Des Moines-West Des Moines, IA",metro
19780,occ_310000,26770,"Des Moines-West Des Moines, IA",metro
19780,occ_330000,39970,"Des Moines-West Des Moines, IA",metro
19780,occ_350000,18620,"Des Moines-West Des Moines, IA",metro
19780,occ_370000,22950,"Des Moines-West Des Moines, IA",metro
19780,occ_390000,20930,"Des Moines-West Des Moines, IA",metro
19780,occ_410000,27930,"Des Moines-West Des Moines, IA",metro
19780,occ_430000,33500,"Des Moines-West Des Moines, IA",metro
19780,occ_450000,28030,"Des Moines-West Des Moines, IA",metro
19780,occ_470000,42650,"Des Moines-West Des Moines, IA",metro
19780,occ_490000,41180,"Des Moines-West Des Moines, IA",metro
19780,occ_510000,29220,"Des Moines-West Des Moines, IA",metro
19780,occ_530000,31170,"Des Moines-West Des Moines, IA",metro
19820,occ_110000,98700,"Detroit-Warren-Livonia, MI",metro
19820,occ_130000,64500,"Detroit-Warren-Livonia, MI",metro
19820,occ_150000,71930,"Detroit-Warren-Livonia, MI",metro
19820,occ_170000,79140,"Detroit-Warren-Livonia, MI",metro
19820,occ_190000,52060,"Detroit-Warren-Livonia, MI",metro
19820,occ_210000,43060,"Detroit-Warren-Livonia, MI",metro
19820,occ_230000,73530,"Detroit-Warren-Livonia, MI",metro
19820,occ_250000,47710,"Detroit-Warren-Livonia, MI",metro
19820,occ_270000,49130,"Detroit-Warren-Livonia, MI",metro
19820,occ_290000,63490,"Detroit-Warren-Livonia, MI",metro
19820,occ_310000,25970,"Detroit-Warren-Livonia, MI",metro
19820,occ_330000,38390,"Detroit-Warren-Livonia, MI",metro
19820,occ_350000,18980,"Detroit-Warren-Livonia, MI",metro
19820,occ_370000,23550,"Detroit-Warren-Livonia, MI",metro
19820,occ_390000,21420,"Detroit-Warren-Livonia, MI",metro
19820,occ_410000,26850,"Detroit-Warren-Livonia, MI",metro
19820,occ_430000,32670,"Detroit-Warren-Livonia, MI",metro
19820,occ_450000,23860,"Detroit-Warren-Livonia, MI",metro
19820,occ_470000,50050,"Detroit-Warren-Livonia, MI",metro
19820,occ_490000,42670,"Detroit-Warren-Livonia, MI",metro
19820,occ_510000,35610,"Detroit-Warren-Livonia, MI",metro
19820,occ_530000,30850,"Detroit-Warren-Livonia, MI",metro
20020,occ_110000,85670,"Dothan, AL",metro
20020,occ_130000,50190,"Dothan, AL",metro
20020,occ_150000,57920,"Dothan, AL",metro
20020,occ_170000,65200,"Dothan, AL",metro
20020,occ_190000,65160,"Dothan, AL",metro
20020,occ_210000,37900,"Dothan, AL",metro
20020,occ_250000,42360,"Dothan, AL",metro
20020,occ_270000,29530,"Dothan, AL",metro
20020,occ_290000,45620,"Dothan, AL",metro
20020,occ_310000,20390,"Dothan, AL",metro
20020,occ_330000,32710,"Dothan, AL",metro
20020,occ_350000,17950,"Dothan, AL",metro
20020,occ_370000,19090,"Dothan, AL",metro
20020,occ_390000,17950,"Dothan, AL",metro
20020,occ_410000,20170,"Dothan, AL",metro
20020,occ_430000,25780,"Dothan, AL",metro
20020,occ_450000,25550,"Dothan, AL",metro
20020,occ_470000,30920,"Dothan, AL",metro
20020,occ_490000,34750,"Dothan, AL",metro
20020,occ_510000,24690,"Dothan, AL",metro
20020,occ_530000,25510,"Dothan, AL",metro
20100,occ_110000,99440,"Dover, DE",metro
20100,occ_130000,57370,"Dover, DE",metro
20100,occ_150000,62630,"Dover, DE",metro
20100,occ_170000,62740,"Dover, DE",metro
20100,occ_190000,55670,"Dover, DE",metro
20100,occ_210000,41550,"Dover, DE",metro
20100,occ_230000,64080,"Dover, DE",metro
20100,occ_250000,51420,"Dover, DE",metro
20100,occ_270000,39560,"Dover, DE",metro
20100,occ_290000,58920,"Dover, DE",metro
20100,occ_310000,26670,"Dover, DE",metro
20100,occ_330000,35930,"Dover, DE",metro
20100,occ_350000,18690,"Dover, DE",metro
20100,occ_370000,22150,"Dover, DE",metro
20100,occ_390000,22910,"Dover, DE",metro
20100,occ_410000,24090,"Dover, DE",metro
20100,occ_430000,30710,"Dover, DE",metro
20100,occ_450000,34820,"Dover, DE",metro
20100,occ_470000,39190,"Dover, DE",metro
20100,occ_490000,44620,"Dover, DE",metro
20100,occ_510000,33300,"Dover, DE",metro
20100,occ_530000,30110,"Dover, DE",metro
20220,occ_110000,68060,"Dubuque, IA",metro
20220,occ_130000,51100,"Dubuque, IA",metro
20220,occ_150000,66040,"Dubuque, IA",metro
20220,occ_170000,57790,"Dubuque, IA",metro
20220,occ_190000,34530,"Dubuque, IA",metro
20220,occ_210000,32470,"Dubuque, IA",metro
20220,occ_230000,50570,"Dubuque, IA",metro
20220,occ_250000,38260,"Dubuque, IA",metro
20220,occ_270000,34100,"Dubuque, IA",metro
20220,occ_290000,49060,"Dubuque, IA",metro
20220,occ_310000,24620,"Dubuque, IA",metro
20220,occ_330000,41590,"Dubuque, IA",metro
20220,occ_350000,18350,"Dubuque, IA",metro
20220,occ_370000,22410,"Dubuque, IA",metro
20220,occ_390000,20310,"Dubuque, IA",metro
20220,occ_410000,22260,"Dubuque, IA",metro
20220,occ_430000,28130,"Dubuque, IA",metro
20220,occ_450000,30560,"Dubuque, IA",metro
20220,occ_470000,39790,"Dubuque, IA",metro
20220,occ_490000,39090,"Dubuque, IA",metro
20220,occ_510000,34620,"Dubuque, IA",metro
20220,occ_530000,30820,"Dubuque, IA",metro
20260,occ_110000,75940,"Duluth, MN-WI",metro
20260,occ_130000,53510,"Duluth, MN-WI",metro
20260,occ_150000,61920,"Duluth, MN-WI",metro
20260,occ_170000,62130,"Duluth, MN-WI",metro
20260,occ_190000,56410,"Duluth, MN-WI",metro
20260,occ_210000,36670,"Duluth, MN-WI",metro
20260,occ_230000,65610,"Duluth, MN-WI",metro
20260,occ_250000,42550,"Duluth, MN-WI",metro
20260,occ_270000,35710,"Duluth, MN-WI",metro
20260,occ_290000,57030,"Duluth, MN-WI",metro
20260,occ_310000,25810,"Duluth, MN-WI",metro
20260,occ_330000,40790,"Duluth, MN-WI",metro
20260,occ_350000,18390,"Duluth, MN-WI",metro
20260,occ_370000,21670,"Duluth, MN-WI",metro
20260,occ_390000,21420,"Duluth, MN-WI",metro
20260,occ_410000,21280,"Duluth, MN-WI",metro
20260,occ_430000,31700,"Duluth, MN-WI",metro
20260,occ_450000,35110,"Duluth, MN-WI",metro
20260,occ_470000,52890,"Duluth, MN-WI",metro
20260,occ_490000,45270,"Duluth, MN-WI",metro
20260,occ_510000,37580,"Duluth, MN-WI",metro
20260,occ_530000,32990,"Duluth, MN-WI",metro
20500,occ_110000,115700,"Durham-Chapel Hill, NC",metro
20500,occ_130000,67400,"Durham-Chapel Hill, NC",metro
20500,occ_150000,84610,"Durham-Chapel Hill, NC",metro
20500,occ_170000,74040,"Durham-Chapel Hill, NC",metro
20500,occ_190000,66490,"Durham-Chapel Hill, NC",metro
20500,occ_210000,43480,"Durham-Chapel Hill, NC",metro
20500,occ_230000,58390,"Durham-Chapel Hill, NC",metro
20500,occ_250000,46990,"Durham-Chapel Hill, NC",metro
20500,occ_270000,48600,"Durham-Chapel Hill, NC",metro
20500,occ_290000,58850,"Durham-Chapel Hill, NC",metro
20500,occ_310000,26350,"Durham-Chapel Hill, NC",metro
20500,occ_330000,34000,"Durham-Chapel Hill, NC",metro
20500,occ_350000,18970,"Durham-Chapel Hill, NC",metro
20500,occ_370000,23960,"Durham-Chapel Hill, NC",metro
20500,occ_390000,22090,"Durham-Chapel Hill, NC",metro
20500,occ_410000,25200,"Durham-Chapel Hill, NC",metro
20500,occ_430000,34630,"Durham-Chapel Hill, NC",metro
20500,occ_450000,24280,"Durham-Chapel Hill, NC",metro
20500,occ_470000,34980,"Durham-Chapel Hill, NC",metro
20500,occ_490000,43110,"Durham-Chapel Hill, NC",metro
20500,occ_510000,33380,"Durham-Chapel Hill, NC",metro
20500,occ_530000,26940,"Durham-Chapel Hill, NC",metro
20740,occ_110000,81840,"Eau Claire, WI",metro
20740,occ_130000,50140,"Eau Claire, WI",metro
20740,occ_150000,59220,"Eau Claire, WI",metro
20740,occ_170000,58780,"Eau Claire, WI",metro
20740,occ_190000,53960,"Eau Claire, WI",metro
20740,occ_210000,48240,"Eau Claire, WI",metro
20740,occ_230000,61910,"Eau Claire, WI",metro
20740,occ_250000,48780,"Eau Claire, WI",metro
20740,occ_270000,29950,"Eau Claire, WI",metro
20740,occ_290000,63280,"Eau Claire, WI",metro
20740,occ_310000,25850,"Eau Claire, WI",metro
20740,occ_330000,39700,"Eau Claire, WI",metro
20740,occ_350000,18300,"Eau Claire, WI",metro
20740,occ_370000,23630,"Eau Claire, WI",metro
20740,occ_390000,19870,"Eau Claire, WI",metro
20740,occ_410000,21140,"Eau Claire, WI",metro
20740,occ_430000,29500,"Eau Claire, WI",metro
20740,occ_450000,25280,"Eau Claire, WI",metro
20740,occ_470000,43120,"Eau Claire, WI",metro
20740,occ_490000,38440,"Eau Claire, WI",metro
20740,occ_510000,30280,"Eau Claire, WI",metro
20740,occ_530000,24240,"Eau Claire, WI",metro
20940,occ_110000,90540,"El Centro, CA",metro
20940,occ_130000,62860,"El Centro, CA",metro
20940,occ_150000,60040,"El Centro, CA",metro
20940,occ_170000,72680,"El Centro, CA",metro
20940,occ_190000,69620,"El Centro, CA",metro
20940,occ_210000,39520,"El Centro, CA",metro
20940,occ_230000,67600,"El Centro, CA",metro
20940,occ_250000,56690,"El Centro, CA",metro
20940,occ_270000,43130,"El Centro, CA",metro
20940,occ_290000,62780,"El Centro, CA",metro
20940,occ_310000,26850,"El Centro, CA",metro
20940,occ_330000,74980,"El Centro, CA",metro
20940,occ_350000,19840,"El Centro, CA",metro
20940,occ_370000,22220,"El Centro, CA",metro
20940,occ_390000,18770,"El Centro, CA",metro
20940,occ_410000,22220,"El Centro, CA",metro
20940,occ_430000,29880,"El Centro, CA",metro
20940,occ_450000,18420,"El Centro, CA",metro
20940,occ_470000,44510,"El Centro, CA",metro
20940,occ_490000,43760,"El Centro, CA",metro
20940,occ_510000,29160,"El Centro, CA",metro
20940,occ_530000,24550,"El Centro, CA",metro
21060,occ_110000,69770,"Elizabethtown, KY",metro
21060,occ_130000,61220,"Elizabethtown, KY",metro
21060,occ_150000,73400,"Elizabethtown, KY",metro
21060,occ_170000,60020,"Elizabethtown, KY",metro
21060,occ_190000,61230,"Elizabethtown, KY",metro
21060,occ_210000,34400,"Elizabethtown, KY",metro
21060,occ_230000,50610,"Elizabethtown, KY",metro
21060,occ_250000,44450,"Elizabethtown, KY",metro
21060,occ_270000,40540,"Elizabethtown, KY",metro
21060,occ_290000,55920,"Elizabethtown, KY",metro
21060,occ_310000,24030,"Elizabethtown, KY",metro
21060,occ_330000,36560,"Elizabethtown, KY",metro
21060,occ_350000,18200,"Elizabethtown, KY",metro
21060,occ_370000,19770,"Elizabethtown, KY",metro
21060,occ_390000,18910,"Elizabethtown, KY",metro
21060,occ_410000,21620,"Elizabethtown, KY",metro
21060,occ_430000,28420,"Elizabethtown, KY",metro
21060,occ_470000,34180,"Elizabethtown, KY",metro
21060,occ_490000,36900,"Elizabethtown, KY",metro
21060,occ_510000,29130,"Elizabethtown, KY",metro
21060,occ_530000,26530,"Elizabethtown, KY",metro
21140,occ_110000,80460,"Elkhart-Goshen, IN",metro
21140,occ_130000,51440,"Elkhart-Goshen, IN",metro
21140,occ_150000,59570,"Elkhart-Goshen, IN",metro
21140,occ_170000,57270,"Elkhart-Goshen, IN",metro
21140,occ_190000,51650,"Elkhart-Goshen, IN",metro
21140,occ_210000,36850,"Elkhart-Goshen, IN",metro
21140,occ_230000,40690,"Elkhart-Goshen, IN",metro
21140,occ_250000,33480,"Elkhart-Goshen, IN",metro
21140,occ_270000,32470,"Elkhart-Goshen, IN",metro
21140,occ_290000,50760,"Elkhart-Goshen, IN",metro
21140,occ_310000,25030,"Elkhart-Goshen, IN",metro
21140,occ_330000,40120,"Elkhart-Goshen, IN",metro
21140,occ_350000,18670,"Elkhart-Goshen, IN",metro
21140,occ_370000,23480,"Elkhart-Goshen, IN",metro
21140,occ_390000,20260,"Elkhart-Goshen, IN",metro
21140,occ_410000,28140,"Elkhart-Goshen, IN",metro
21140,occ_430000,29740,"Elkhart-Goshen, IN",metro
21140,occ_450000,23650,"Elkhart-Goshen, IN",metro
21140,occ_470000,39500,"Elkhart-Goshen, IN",metro
21140,occ_490000,36280,"Elkhart-Goshen, IN",metro
21140,occ_510000,27650,"Elkhart-Goshen, IN",metro
21140,occ_530000,29180,"Elkhart-Goshen, IN",metro
21300,occ_110000,86610,"Elmira, NY",metro
21300,occ_130000,60910,"Elmira, NY",metro
21300,occ_150000,54690,"Elmira, NY",metro
21300,occ_170000,62750,"Elmira, NY",metro
21300,occ_190000,62940,"Elmira, NY",metro
21300,occ_210000,50420,"Elmira, NY",metro
21300,occ_230000,77910,"Elmira, NY",metro
21300,occ_250000,42650,"Elmira, NY",metro
21300,occ_270000,36970,"Elmira, NY",metro
21300,occ_290000,63450,"Elmira, NY",metro
21300,occ_310000,28450,"Elmira, NY",metro
21300,occ_330000,59850,"Elmira, NY",metro
21300,occ_350000,18670,"Elmira, NY",metro
21300,occ_370000,21870,"Elmira, NY",metro
21300,occ_390000,21610,"Elmira, NY",metro
21300,occ_410000,21250,"Elmira, NY",metro
21300,occ_430000,29270,"Elmira, NY",metro
21300,occ_470000,40760,"Elmira, NY",metro
21300,occ_490000,38260,"Elmira, NY",metro
21300,occ_510000,36860,"Elmira, NY",metro
21300,occ_530000,27150,"Elmira, NY",metro
21340,occ_110000,81670,"El Paso, TX",metro
21340,occ_130000,55560,"El Paso, TX",metro
21340,occ_150000,54330,"El Paso, TX",metro
21340,occ_170000,60220,"El Paso, TX",metro
21340,occ_190000,47450,"El Paso, TX",metro
21340,occ_210000,41180,"El Paso, TX",metro
21340,occ_230000,69050,"El Paso, TX",metro
21340,occ_250000,48090,"El Paso, TX",metro
21340,occ_270000,40230,"El Paso, TX",metro
21340,occ_290000,55840,"El Paso, TX",metro
21340,occ_310000,22190,"El Paso, TX",metro
21340,occ_330000,39040,"El Paso, TX",metro
21340,occ_350000,18050,"El Paso, TX",metro
21340,occ_370000,18940,"El Paso, TX",metro
21340,occ_390000,17820,"El Paso, TX",metro
21340,occ_410000,20090,"El Paso, TX",metro
21340,occ_430000,24680,"El Paso, TX",metro
21340,occ_450000,18020,"El Paso, TX",metro
21340,occ_470000,28080,"El Paso, TX",metro
21340,occ_490000,31110,"El Paso, TX",metro
21340,occ_510000,22440,"El Paso, TX",metro
21340,occ_530000,22690,"El Paso, TX",metro
21500,occ_110000,82410,"Erie, PA",metro
21500,occ_130000,54060,"Erie, PA",metro
21500,occ_150000,57680,"Erie, PA",metro
21500,occ_170000,61270,"Erie, PA",metro
21500,occ_190000,55520,"Erie, PA",metro
21500,occ_210000,36190,"Erie, PA",metro
21500,occ_230000,56120,"Erie, PA",metro
21500,occ_250000,51740,"Erie, PA",metro
21500,occ_270000,40560,"Erie, PA",metro
21500,occ_290000,50500,"Erie, PA",metro
21500,occ_310000,23180,"Erie, PA",metro
21500,occ_330000,37600,"Erie, PA",metro
21500,occ_350000,18670,"Erie, PA",metro
21500,occ_370000,19480,"Erie, PA",metro
21500,occ_390000,19300,"Erie, PA",metro
21500,occ_410000,22690,"Erie, PA",metro
21500,occ_430000,28580,"Erie, PA",metro
21500,occ_450000,34600,"Erie, PA",metro
21500,occ_470000,40550,"Erie, PA",metro
21500,occ_490000,35110,"Erie, PA",metro
21500,occ_510000,32080,"Erie, PA",metro
21500,occ_530000,27670,"Erie, PA",metro
21660,occ_110000,75340,"Eugene-Springfield, OR",metro
21660,occ_130000,52200,"Eugene-Springfield, OR",metro
21660,occ_150000,61840,"Eugene-Springfield, OR",metro
21660,occ_170000,62080,"Eugene-Springfield, OR",metro
21660,occ_190000,50610,"Eugene-Springfield, OR",metro
21660,occ_210000,36520,"Eugene-Springfield, OR",metro
21660,occ_230000,68250,"Eugene-Springfield, OR",metro
21660,occ_250000,45490,"Eugene-Springfield, OR",metro
21660,occ_270000,42070,"Eugene-Springfield, OR",metro
21660,occ_290000,74990,"Eugene-Springfield, OR",metro
21660,occ_310000,29490,"Eugene-Springfield, OR",metro
21660,occ_330000,43520,"Eugene-Springfield, OR",metro
21660,occ_350000,19620,"Eugene-Springfield, OR",metro
21660,occ_370000,23100,"Eugene-Springfield, OR",metro
21660,occ_390000,22360,"Eugene-Springfield, OR",metro
21660,occ_410000,24390,"Eugene-Springfield, OR",metro
21660,occ_430000,31980,"Eugene-Springfield, OR",metro
21660,occ_450000,33510,"Eugene-Springfield, OR",metro
21660,occ_470000,43760,"Eugene-Springfield, OR",metro
21660,occ_490000,41430,"Eugene-Springfield, OR",metro
21660,occ_510000,32800,"Eugene-Springfield, OR",metro
21660,occ_530000,27820,"Eugene-Springfield, OR",metro
21780,occ_110000,78360,"Evansville, IN-KY",metro
21780,occ_130000,51740,"Evansville, IN-KY",metro
21780,occ_150000,58490,"Evansville, IN-KY",metro
21780,occ_170000,64290,"Evansville, IN-KY",metro
21780,occ_190000,60840,"Evansville, IN-KY",metro
21780,occ_210000,36180,"Evansville, IN-KY",metro
21780,occ_230000,54970,"Evansville, IN-KY",metro
21780,occ_250000,41280,"Evansville, IN-KY",metro
21780,occ_270000,31460,"Evansville, IN-KY",metro
21780,occ_290000,49080,"Evansville, IN-KY",metro
21780,occ_310000,25540,"Evansville, IN-KY",metro
21780,occ_330000,33460,"Evansville, IN-KY",metro
21780,occ_350000,18070,"Evansville, IN-KY",metro
21780,occ_370000,21720,"Evansville, IN-KY",metro
21780,occ_390000,19060,"Evansville, IN-KY",metro
21780,occ_410000,21990,"Evansville, IN-KY",metro
21780,occ_430000,27990,"Evansville, IN-KY",metro
21780,occ_450000,28610,"Evansville, IN-KY",metro
21780,occ_470000,49300,"Evansville, IN-KY",metro
21780,occ_490000,41050,"Evansville, IN-KY",metro
21780,occ_510000,31770,"Evansville, IN-KY",metro
21780,occ_530000,29250,"Evansville, IN-KY",metro
21820,occ_110000,90540,"Fairbanks, AK",metro
21820,occ_130000,68710,"Fairbanks, AK",metro
21820,occ_150000,72460,"Fairbanks, AK",metro
21820,occ_170000,79860,"Fairbanks, AK",metro
21820,occ_190000,57610,"Fairbanks, AK",metro
21820,occ_210000,46920,"Fairbanks, AK",metro
21820,occ_230000,92380,"Fairbanks, AK",metro
21820,occ_250000,76680,"Fairbanks, AK",metro
21820,occ_270000,42210,"Fairbanks, AK",metro
21820,occ_290000,76720,"Fairbanks, AK",metro
21820,occ_310000,34910,"Fairbanks, AK",metro
21820,occ_330000,49500,"Fairbanks, AK",metro
21820,occ_350000,20410,"Fairbanks, AK",metro
21820,occ_370000,29980,"Fairbanks, AK",metro
21820,occ_390000,28550,"Fairbanks, AK",metro
21820,occ_410000,27530,"Fairbanks, AK",metro
21820,occ_430000,39330,"Fairbanks, AK",metro
21820,occ_470000,60650,"Fairbanks, AK",metro
21820,occ_490000,56590,"Fairbanks, AK",metro
21820,occ_510000,52650,"Fairbanks, AK",metro
21820,occ_530000,43890,"Fairbanks, AK",metro
22020,occ_110000,84300,"Fargo, ND-MN",metro
22020,occ_130000,50130,"Fargo, ND-MN",metro
22020,occ_150000,55550,"Fargo, ND-MN",metro
22020,occ_170000,58310,"Fargo, ND-MN",metro
22020,occ_190000,45140,"Fargo, ND-MN",metro
22020,occ_210000,41830,"Fargo, ND-MN",metro
22020,occ_230000,59350,"Fargo, ND-MN",metro
22020,occ_250000,45040,"Fargo, ND-MN",metro
22020,occ_270000,33600,"Fargo, ND-MN",metro
22020,occ_290000,54930,"Fargo, ND-MN",metro
22020,occ_310000,27970,"Fargo, ND-MN",metro
22020,occ_330000,33590,"Fargo, ND-MN",metro
22020,occ_350000,19090,"Fargo, ND-MN",metro
22020,occ_370000,22900,"Fargo, ND-MN",metro
22020,occ_390000,21300,"Fargo, ND-MN",metro
22020,occ_410000,26130,"Fargo, ND-MN",metro
22020,occ_430000,29830,"Fargo, ND-MN",metro
22020,occ_450000,30660,"Fargo, ND-MN",metro
22020,occ_470000,38250,"Fargo, ND-MN",metro
22020,occ_490000,39210,"Fargo, ND-MN",metro
22020,occ_510000,30610,"Fargo, ND-MN",metro
22020,occ_530000,30670,"Fargo, ND-MN",metro
22140,occ_110000,80570,"Farmington, NM",metro
22140,occ_130000,48990,"Farmington, NM",metro
22140,occ_150000,51290,"Farmington, NM",metro
22140,occ_170000,62060,"Farmington, NM",metro
22140,occ_190000,50950,"Farmington, NM",metro
22140,occ_210000,34850,"Farmington, NM",metro
22140,occ_230000,58340,"Farmington, NM",metro
22140,occ_250000,41210,"Farmington, NM",metro
22140,occ_270000,22170,"Farmington, NM",metro
22140,occ_290000,63410,"Farmington, NM",metro
22140,occ_310000,24500,"Farmington, NM",metro
22140,occ_330000,35180,"Farmington, NM",metro
22140,occ_350000,18300,"Farmington, NM",metro
22140,occ_370000,19940,"Farmington, NM",metro
22140,occ_390000,18280,"Farmington, NM",metro
22140,occ_410000,20920,"Farmington, NM",metro
22140,occ_430000,28200,"Farmington, NM",metro
22140,occ_450000,20190,"Farmington, NM",metro
22140,occ_470000,41970,"Farmington, NM",metro
22140,occ_490000,47870,"Farmington, NM",metro
22140,occ_510000,43170,"Farmington, NM",metro
22140,occ_530000,32930,"Farmington, NM",metro
22180,occ_110000,86820,"Fayetteville, NC",metro
22180,occ_130000,67820,"Fayetteville, NC",metro
22180,occ_150000,68370,"Fayetteville, NC",metro
22180,occ_170000,65070,"Fayetteville, NC",metro
22180,occ_190000,61940,"Fayetteville, NC",metro
22180,occ_210000,42240,"Fayetteville, NC",metro
22180,occ_230000,52160,"Fayetteville, NC",metro
22180,occ_250000,36620,"Fayetteville, NC",metro
22180,occ_290000,55990,"Fayetteville, NC",metro
22180,occ_310000,22430,"Fayetteville, NC",metro
22180,occ_330000,36630,"Fayetteville, NC",metro
22180,occ_350000,18530,"Fayetteville, NC",metro
22180,occ_370000,19530,"Fayetteville, NC",metro
22180,occ_390000,18920,"Fayetteville, NC",metro
22180,occ_410000,20580,"Fayetteville, NC",metro
22180,occ_430000,29600,"Fayetteville, NC",metro
22180,occ_450000,24880,"Fayetteville, NC",metro
22180,occ_470000,33600,"Fayetteville, NC",metro
22180,occ_490000,40450,"Fayetteville, NC",metro
22180,occ_510000,29300,"Fayetteville, NC",metro
22180,occ_530000,25710,"Fayetteville, NC",metro
22220,occ_110000,93770,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_130000,61140,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_150000,69710,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_170000,56250,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_190000,43320,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_210000,37490,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_230000,55520,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_250000,46790,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_270000,36920,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_290000,50910,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_310000,23350,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_330000,34430,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_350000,18100,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_370000,20390,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_390000,18700,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_410000,22910,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_430000,28210,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_450000,25250,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_470000,31700,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_490000,34830,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_510000,26460,"Fayetteville-Springdale-Rogers, AR-MO",metro
22220,occ_530000,27510,"Fayetteville-Springdale-Rogers, AR-MO",metro
22380,occ_110000,75860,"Flagstaff, AZ",metro
22380,occ_130000,51830,"Flagstaff, AZ",metro
22380,occ_150000,57830,"Flagstaff, AZ",metro
22380,occ_170000,59070,"Flagstaff, AZ",metro
22380,occ_190000,44640,"Flagstaff, AZ",metro
22380,occ_210000,34440,"Flagstaff, AZ",metro
22380,occ_230000,57260,"Flagstaff, AZ",metro
22380,occ_250000,38770,"Flagstaff, AZ",metro
22380,occ_270000,32740,"Flagstaff, AZ",metro
22380,occ_290000,65800,"Flagstaff, AZ",metro
22380,occ_310000,29290,"Flagstaff, AZ",metro
22380,occ_330000,45810,"Flagstaff, AZ",metro
22380,occ_350000,19100,"Flagstaff, AZ",metro
22380,occ_370000,19740,"Flagstaff, AZ",metro
22380,occ_390000,19870,"Flagstaff, AZ",metro
22380,occ_410000,22130,"Flagstaff, AZ",metro
22380,occ_430000,30240,"Flagstaff, AZ",metro
22380,occ_470000,36190,"Flagstaff, AZ",metro
22380,occ_490000,37360,"Flagstaff, AZ",metro
22380,occ_510000,25380,"Flagstaff, AZ",metro
22380,occ_530000,30180,"Flagstaff, AZ",metro
22420,occ_110000,81120,"Flint, MI",metro
22420,occ_130000,55000,"Flint, MI",metro
22420,occ_150000,63610,"Flint, MI",metro
22420,occ_170000,66670,"Flint, MI",metro
22420,occ_190000,49480,"Flint, MI",metro
22420,occ_210000,46250,"Flint, MI",metro
22420,occ_230000,67410,"Flint, MI",metro
22420,occ_250000,44500,"Flint, MI",metro
22420,occ_270000,30000,"Flint, MI",metro
22420,occ_290000,61640,"Flint, MI",metro
22420,occ_310000,25600,"Flint, MI",metro
22420,occ_330000,26330,"Flint, MI",metro
22420,occ_350000,18470,"Flint, MI",metro
22420,occ_370000,24270,"Flint, MI",metro
22420,occ_390000,19600,"Flint, MI",metro
22420,occ_410000,23190,"Flint, MI",metro
22420,occ_430000,30390,"Flint, MI",metro
22420,occ_470000,50940,"Flint, MI",metro
22420,occ_490000,39300,"Flint, MI",metro
22420,occ_530000,28320,"Flint, MI",metro
22500,occ_110000,77660,"Florence, SC",metro
