census_id,occ_type,occ_salary,geography
20500,occ_530000,26940,Metro
20740,occ_110000,81840,Metro
20740,occ_130000,50140,Metro
20740,occ_150000,59220,Metro
20740,occ_170000,58780,Metro
20740,occ_190000,53960,Metro
20740,occ_210000,48240,Metro
20740,occ_230000,61910,Metro
20740,occ_250000,48780,Metro
20740,occ_270000,29950,Metro
20740,occ_290000,63280,Metro
20740,occ_310000,25850,Metro
20740,occ_330000,39700,Metro
20740,occ_350000,18300,Metro
20740,occ_370000,23630,Metro
20740,occ_390000,19870,Metro
20740,occ_410000,21140,Metro
20740,occ_430000,29500,Metro
20740,occ_450000,25280,Metro
20740,occ_470000,43120,Metro
20740,occ_490000,38440,Metro
20740,occ_510000,30280,Metro
20740,occ_530000,24240,Metro
20940,occ_110000,90540,Metro
20940,occ_130000,62860,Metro
20940,occ_150000,60040,Metro
20940,occ_170000,72680,Metro
20940,occ_190000,69620,Metro
20940,occ_210000,39520,Metro
20940,occ_230000,67600,Metro
20940,occ_250000,56690,Metro
20940,occ_270000,43130,Metro
20940,occ_290000,62780,Metro
20940,occ_310000,26850,Metro
20940,occ_330000,74980,Metro
20940,occ_350000,19840,Metro
20940,occ_370000,22220,Metro
20940,occ_390000,18770,Metro
20940,occ_410000,22220,Metro
20940,occ_430000,29880,Metro
20940,occ_450000,18420,Metro
20940,occ_470000,44510,Metro
20940,occ_490000,43760,Metro
20940,occ_510000,29160,Metro
20940,occ_530000,24550,Metro
21060,occ_110000,69770,Metro
21060,occ_130000,61220,Metro
21060,occ_150000,73400,Metro
21060,occ_170000,60020,Metro
21060,occ_190000,61230,Metro
21060,occ_210000,34400,Metro
21060,occ_230000,50610,Metro
21060,occ_250000,44450,Metro
21060,occ_270000,40540,Metro
21060,occ_290000,55920,Metro
21060,occ_310000,24030,Metro
21060,occ_330000,36560,Metro
21060,occ_350000,18200,Metro
21060,occ_370000,19770,Metro
21060,occ_390000,18910,Metro
21060,occ_410000,21620,Metro
21060,occ_430000,28420,Metro
21060,occ_470000,34180,Metro
21060,occ_490000,36900,Metro
21060,occ_510000,29130,Metro
21060,occ_530000,26530,Metro
21140,occ_110000,80460,Metro
21140,occ_130000,51440,Metro
21140,occ_150000,59570,Metro
21140,occ_170000,57270,Metro
21140,occ_190000,51650,Metro
21140,occ_210000,36850,Metro
21140,occ_230000,40690,Metro
21140,occ_250000,33480,Metro
21140,occ_270000,32470,Metro
21140,occ_290000,50760,Metro
21140,occ_310000,25030,Metro
21140,occ_330000,40120,Metro
21140,occ_350000,18670,Metro
21140,occ_370000,23480,Metro
21140,occ_390000,20260,Metro
21140,occ_410000,28140,Metro
21140,occ_430000,29740,Metro
21140,occ_450000,23650,Metro
21140,occ_470000,39500,Metro
21140,occ_490000,36280,Metro
21140,occ_510000,27650,Metro
21140,occ_530000,29180,Metro
21300,occ_110000,86610,Metro
21300,occ_130000,60910,Metro
21300,occ_150000,54690,Metro
21300,occ_170000,62750,Metro
21300,occ_190000,62940,Metro
21300,occ_210000,50420,Metro
21300,occ_230000,77910,Metro
21300,occ_250000,42650,Metro
21300,occ_270000,36970,Metro
21300,occ_290000,63450,Metro
21300,occ_310000,28450,Metro
21300,occ_330000,59850,Metro
21300,occ_350000,18670,Metro
21300,occ_370000,21870,Metro
21300,occ_390000,21610,Metro
21300,occ_410000,21250,Metro
21300,occ_430000,29270,Metro
21300,occ_470000,40760,Metro
21300,occ_490000,38260,Metro
21300,occ_510000,36860,Metro
21300,occ_530000,27150,Metro
21340,occ_110000,81670,Metro
21340,occ_130000,55560,Metro
21340,occ_150000,54330,Metro
21340,occ_170000,60220,Metro
21340,occ_190000,47450,Metro
21340,occ_210000,41180,Metro
21340,occ_230000,69050,Metro
21340,occ_250000,48090,Metro
21340,occ_270000,40230,Metro
21340,occ_290000,55840,Metro
21340,occ_310000,22190,Metro
21340,occ_330000,39040,Metro
21340,occ_350000,18050,Metro
21340,occ_370000,18940,Metro
21340,occ_390000,17820,Metro
21340,occ_410000,20090,Metro
21340,occ_430000,24680,Metro
21340,occ_450000,18020,Metro
21340,occ_470000,28080,Metro
21340,occ_490000,31110,Metro
21340,occ_510000,22440,Metro
21340,occ_530000,22690,Metro
21500,occ_110000,82410,Metro
21500,occ_130000,54060,Metro
21500,occ_150000,57680,Metro
21500,occ_170000,61270,Metro
21500,occ_190000,55520,Metro
21500,occ_210000,36190,Metro
21500,occ_230000,56120,Metro
21500,occ_250000,51740,Metro
21500,occ_270000,40560,Metro
21500,occ_290000,50500,Metro
21500,occ_310000,23180,Metro
21500,occ_330000,37600,Metro
21500,occ_350000,18670,Metro
21500,occ_370000,19480,Metro
21500,occ_390000,19300,Metro
21500,occ_410000,22690,Metro
21500,occ_430000,28580,Metro
21500,occ_450000,34600,Metro
21500,occ_470000,40550,Metro
21500,occ_490000,35110,Metro
21500,occ_510000,32080,Metro
21500,occ_530000,27670,Metro
21660,occ_110000,75340,Metro
21660,occ_130000,52200,Metro
21660,occ_150000,61840,Metro
21660,occ_170000,62080,Metro
21660,occ_190000,50610,Metro
21660,occ_210000,36520,Metro
21660,occ_230000,68250,Metro
21660,occ_250000,45490,Metro
21660,occ_270000,42070,Metro
21660,occ_290000,74990,Metro
21660,occ_310000,29490,Metro
21660,occ_330000,43520,Metro
21660,occ_350000,19620,Metro
21660,occ_370000,23100,Metro
21660,occ_390000,22360,Metro
21660,occ_410000,24390,Metro
21660,occ_430000,31980,Metro
21660,occ_450000,33510,Metro
21660,occ_470000,43760,Metro
21660,occ_490000,41430,Metro
21660,occ_510000,32800,Metro
21660,occ_530000,27820,Metro
21780,occ_110000,78360,Metro
21780,occ_130000,51740,Metro
21780,occ_150000,58490,Metro
21780,occ_170000,64290,Metro
21780,occ_190000,60840,Metro
21780,occ_210000,36180,Metro
21780,occ_230000,54970,Metro
21780,occ_250000,41280,Metro
21780,occ_270000,31460,Metro
21780,occ_290000,49080,Metro
21780,occ_310000,25540,Metro
21780,occ_330000,33460,Metro
21780,occ_350000,18070,Metro
21780,occ_370000,21720,Metro
21780,occ_390000,19060,Metro
21780,occ_410000,21990,Metro
21780,occ_430000,27990,Metro
21780,occ_450000,28610,Metro
21780,occ_470000,49300,Metro
21780,occ_490000,41050,Metro
21780,occ_510000,31770,Metro
21780,occ_530000,29250,Metro
21820,occ_110000,90540,Metro
21820,occ_130000,68710,Metro
21820,occ_150000,72460,Metro
21820,occ_170000,79860,Metro
21820,occ_190000,57610,Metro
21820,occ_210000,46920,Metro
21820,occ_230000,92380,Metro
21820,occ_250000,76680,Metro
21820,occ_270000,42210,Metro
21820,occ_290000,76720,Metro
21820,occ_310000,34910,Metro
21820,occ_330000,49500,Metro
21820,occ_350000,20410,Metro
21820,occ_370000,29980,Metro
21820,occ_390000,28550,Metro
21820,occ_410000,27530,Metro
21820,occ_430000,39330,Metro
21820,occ_470000,60650,Metro
21820,occ_490000,56590,Metro
21820,occ_510000,52650,Metro
21820,occ_530000,43890,Metro
22020,occ_110000,84300,Metro
22020,occ_130000,50130,Metro
22020,occ_150000,55550,Metro
22020,occ_170000,58310,Metro
22020,occ_190000,45140,Metro
22020,occ_210000,41830,Metro
22020,occ_230000,59350,Metro
22020,occ_250000,45040,Metro
22020,occ_270000,33600,Metro
22020,occ_290000,54930,Metro
22020,occ_310000,27970,Metro
22020,occ_330000,33590,Metro
22020,occ_350000,19090,Metro
22020,occ_370000,22900,Metro
22020,occ_390000,21300,Metro
22020,occ_410000,26130,Metro
22020,occ_430000,29830,Metro
22020,occ_450000,30660,Metro
22020,occ_470000,38250,Metro
22020,occ_490000,39210,Metro
22020,occ_510000,30610,Metro
22020,occ_530000,30670,Metro
22140,occ_110000,80570,Metro
22140,occ_130000,48990,Metro
22140,occ_150000,51290,Metro
22140,occ_170000,62060,Metro
22140,occ_190000,50950,Metro
22140,occ_210000,34850,Metro
22140,occ_230000,58340,Metro
22140,occ_250000,41210,Metro
22140,occ_270000,22170,Metro
22140,occ_290000,63410,Metro
22140,occ_310000,24500,Metro
22140,occ_330000,35180,Metro
22140,occ_350000,18300,Metro
22140,occ_370000,19940,Metro
22140,occ_390000,18280,Metro
22140,occ_410000,20920,Metro
22140,occ_430000,28200,Metro
22140,occ_450000,20190,Metro
22140,occ_470000,41970,Metro
22140,occ_490000,47870,Metro
22140,occ_510000,43170,Metro
22140,occ_530000,32930,Metro
22180,occ_110000,86820,Metro
22180,occ_130000,67820,Metro
22180,occ_150000,68370,Metro
22180,occ_170000,65070,Metro
22180,occ_190000,61940,Metro
22180,occ_210000,42240,Metro
22180,occ_230000,52160,Metro
22180,occ_250000,36620,Metro
22180,occ_290000,55990,Metro
22180,occ_310000,22430,Metro
22180,occ_330000,36630,Metro
22180,occ_350000,18530,Metro
22180,occ_370000,19530,Metro
22180,occ_390000,18920,Metro
22180,occ_410000,20580,Metro
22180,occ_430000,29600,Metro
22180,occ_450000,24880,Metro
22180,occ_470000,33600,Metro
22180,occ_490000,40450,Metro
22180,occ_510000,29300,Metro
22180,occ_530000,25710,Metro
22220,occ_110000,93770,Metro
22220,occ_130000,61140,Metro
22220,occ_150000,69710,Metro
22220,occ_170000,56250,Metro
22220,occ_190000,43320,Metro
22220,occ_210000,37490,Metro
22220,occ_230000,55520,Metro
22220,occ_250000,46790,Metro
22220,occ_270000,36920,Metro
22220,occ_290000,50910,Metro
22220,occ_310000,23350,Metro
22220,occ_330000,34430,Metro
22220,occ_350000,18100,Metro
22220,occ_370000,20390,Metro
22220,occ_390000,18700,Metro
22220,occ_410000,22910,Metro
22220,occ_430000,28210,Metro
22220,occ_450000,25250,Metro
22220,occ_470000,31700,Metro
22220,occ_490000,34830,Metro
22220,occ_510000,26460,Metro
22220,occ_530000,27510,Metro
22380,occ_110000,75860,Metro
22380,occ_130000,51830,Metro
22380,occ_150000,57830,Metro
22380,occ_170000,59070,Metro
22380,occ_190000,44640,Metro
22380,occ_210000,34440,Metro
22380,occ_230000,57260,Metro
22380,occ_250000,38770,Metro
22380,occ_270000,32740,Metro
22380,occ_290000,65800,Metro
22380,occ_310000,29290,Metro
22380,occ_330000,45810,Metro
22380,occ_350000,19100,Metro
22380,occ_370000,19740,Metro
22380,occ_390000,19870,Metro
22380,occ_410000,22130,Metro
22380,occ_430000,30240,Metro
22380,occ_470000,36190,Metro
22380,occ_490000,37360,Metro
22380,occ_510000,25380,Metro
22380,occ_530000,30180,Metro
22420,occ_110000,81120,Metro
22420,occ_130000,55000,Metro
22420,occ_150000,63610,Metro
22420,occ_170000,66670,Metro
22420,occ_190000,49480,Metro
22420,occ_210000,46250,Metro
22420,occ_230000,67410,Metro
22420,occ_250000,44500,Metro
22420,occ_270000,30000,Metro
22420,occ_290000,61640,Metro
22420,occ_310000,25600,Metro
22420,occ_330000,26330,Metro
22420,occ_350000,18470,Metro
22420,occ_370000,24270,Metro
22420,occ_390000,19600,Metro
22420,occ_410000,23190,Metro
22420,occ_430000,30390,Metro
22420,occ_470000,50940,Metro
22420,occ_490000,39300,Metro
22420,occ_530000,28320,Metro
22500,occ_110000,77660,Metro
22500,occ_130000,45470,Metro
22500,occ_150000,54900,Metro
22500,occ_170000,64470,Metro
22500,occ_190000,63650,Metro
22500,occ_210000,28810,Metro
22500,occ_230000,48990,Metro
22500,occ_250000,40740,Metro
22500,occ_270000,32380,Metro
22500,occ_290000,54220,Metro
22500,occ_310000,19950,Metro
22500,occ_330000,27690,Metro
22500,occ_350000,18030,Metro
22500,occ_370000,18490,Metro
22500,occ_390000,19070,Metro
22500,occ_410000,19840,Metro
22500,occ_430000,28120,Metro
22500,occ_450000,23600,Metro
22500,occ_470000,30520,Metro
22500,occ_490000,35970,Metro
22500,occ_510000,33320,Metro
22500,occ_530000,27590,Metro
22520,occ_110000,84900,Metro
22520,occ_130000,50100,Metro
22520,occ_150000,56920,Metro
22520,occ_170000,64430,Metro
22520,occ_190000,47130,Metro
22520,occ_210000,39910,Metro
22520,occ_230000,37770,Metro
22520,occ_250000,39700,Metro
22520,occ_270000,28580,Metro
22520,occ_290000,42380,Metro
22520,occ_310000,21960,Metro
22520,occ_330000,30560,Metro
22520,occ_350000,18030,Metro
22520,occ_370000,21540,Metro
22520,occ_390000,18670,Metro
22520,occ_410000,20330,Metro
22520,occ_430000,25780,Metro
22520,occ_450000,29970,Metro
22520,occ_470000,34200,Metro
22520,occ_490000,42370,Metro
22520,occ_510000,29170,Metro
22520,occ_530000,23680,Metro
22540,occ_110000,80650,Metro
22540,occ_130000,51040,Metro
22540,occ_150000,52410,Metro
22540,occ_170000,64850,Metro
22540,occ_190000,56220,Metro
22540,occ_210000,48190,Metro
22540,occ_230000,42830,Metro
22540,occ_250000,49430,Metro
22540,occ_270000,34530,Metro
22540,occ_290000,53780,Metro
22540,occ_310000,27540,Metro
22540,occ_330000,45960,Metro
22540,occ_350000,18440,Metro
22540,occ_370000,22690,Metro
22540,occ_390000,20110,Metro
22540,occ_410000,24080,Metro
22540,occ_430000,29770,Metro
22540,occ_450000,18570,Metro
22540,occ_470000,41730,Metro
22540,occ_490000,38760,Metro
22540,occ_510000,32490,Metro
22540,occ_530000,30430,Metro
22660,occ_110000,94300,Metro
22660,occ_130000,58340,Metro
22660,occ_170000,79530,Metro
22660,occ_190000,57690,Metro
22660,occ_210000,40320,Metro
22660,occ_230000,61130,Metro
22660,occ_250000,44910,Metro
22660,occ_270000,36220,Metro
22660,occ_290000,59910,Metro
22660,occ_310000,28390,Metro
22660,occ_330000,39160,Metro
22660,occ_350000,18920,Metro
22660,occ_370000,22640,Metro
22660,occ_390000,22000,Metro
22660,occ_410000,24030,Metro
22660,occ_430000,31730,Metro
22660,occ_470000,40000,Metro
22660,occ_490000,42940,Metro
22660,occ_510000,32590,Metro
22660,occ_530000,27710,Metro
22900,occ_110000,69480,Metro
22900,occ_130000,53350,Metro
22900,occ_150000,60650,Metro
22900,occ_170000,58910,Metro
22900,occ_190000,45380,Metro
22900,occ_210000,32780,Metro
22900,occ_230000,55410,Metro
22900,occ_250000,39170,Metro
22900,occ_270000,35290,Metro
22900,occ_290000,46850,Metro
22900,occ_310000,20660,Metro
22900,occ_330000,28680,Metro
22900,occ_350000,17980,Metro
22900,occ_370000,19850,Metro
22900,occ_390000,18060,Metro
22900,occ_410000,20410,Metro
22900,occ_430000,26060,Metro
22900,occ_450000,22950,Metro
22900,occ_470000,33290,Metro
22900,occ_490000,34990,Metro
22900,occ_510000,25990,Metro
22900,occ_530000,29010,Metro
23060,occ_110000,81650,Metro
23060,occ_130000,52640,Metro
23060,occ_150000,62170,Metro
23060,occ_170000,61420,Metro
23060,occ_190000,64650,Metro
23060,occ_210000,37570,Metro
23060,occ_230000,51280,Metro
23060,occ_250000,41560,Metro
23060,occ_270000,32050,Metro
23060,occ_290000,49630,Metro
23060,occ_310000,23420,Metro
23060,occ_330000,39120,Metro
23060,occ_350000,18300,Metro
23060,occ_370000,21580,Metro
23060,occ_390000,19440,Metro
23060,occ_410000,24260,Metro
23060,occ_430000,29680,Metro
23060,occ_450000,24220,Metro
23060,occ_470000,41650,Metro
23060,occ_490000,40130,Metro
23060,occ_510000,31450,Metro
23060,occ_530000,31090,Metro
23420,occ_110000,85340,Metro
23420,occ_130000,57780,Metro
23420,occ_150000,66510,Metro
23420,occ_170000,85200,Metro
23420,occ_190000,59470,Metro
23420,occ_210000,42160,Metro
23420,occ_230000,75340,Metro
23420,occ_250000,47690,Metro
23420,occ_270000,37000,Metro
23420,occ_290000,69920,Metro
23420,occ_310000,26500,Metro
23420,occ_330000,34120,Metro
23420,occ_350000,19180,Metro
23420,occ_370000,22410,Metro
23420,occ_390000,19480,Metro
23420,occ_410000,25140,Metro
23420,occ_430000,32040,Metro
23420,occ_450000,18570,Metro
23420,occ_470000,39640,Metro
23420,occ_490000,40490,Metro
23420,occ_510000,25580,Metro
23420,occ_530000,25660,Metro
23460,occ_110000,74760,Metro
23460,occ_130000,51540,Metro
23460,occ_150000,50690,Metro
23460,occ_170000,52390,Metro
23460,occ_190000,52530,Metro
23460,occ_210000,36310,Metro
23460,occ_230000,53760,Metro
23460,occ_250000,43860,Metro
23460,occ_270000,23950,Metro
23460,occ_290000,48100,Metro
23460,occ_310000,22600,Metro
23460,occ_330000,28690,Metro
23460,occ_350000,18040,Metro
23460,occ_370000,19120,Metro
23460,occ_390000,18350,Metro
23460,occ_410000,19550,Metro
23460,occ_430000,25130,Metro
23460,occ_450000,42670,Metro
23460,occ_470000,32020,Metro
23460,occ_490000,36110,Metro
23460,occ_510000,24680,Metro
23460,occ_530000,29360,Metro
23540,occ_110000,88720,Metro
23540,occ_130000,52940,Metro
23540,occ_150000,55310,Metro
23540,occ_170000,55990,Metro
23540,occ_190000,44280,Metro
23540,occ_210000,41470,Metro
23540,occ_230000,58640,Metro
23540,occ_250000,56780,Metro
23540,occ_270000,40730,Metro
23540,occ_290000,54680,Metro
23540,occ_310000,23220,Metro
23540,occ_330000,35170,Metro
23540,occ_350000,18880,Metro
23540,occ_370000,20440,Metro
23540,occ_390000,20130,Metro
23540,occ_410000,21100,Metro
23540,occ_430000,28590,Metro
23540,occ_450000,27090,Metro
23540,occ_470000,32610,Metro
23540,occ_490000,37630,Metro
23540,occ_510000,29600,Metro
23540,occ_530000,24280,Metro
23580,occ_110000,84060,Metro
23580,occ_130000,55710,Metro
23580,occ_150000,64340,Metro
23580,occ_170000,60330,Metro
23580,occ_190000,47820,Metro
23580,occ_210000,36990,Metro
23580,occ_230000,60450,Metro
23580,occ_250000,41210,Metro
23580,occ_270000,41560,Metro
23580,occ_290000,53280,Metro
23580,occ_310000,28470,Metro
23580,occ_330000,31660,Metro
23580,occ_350000,18120,Metro
23580,occ_370000,23680,Metro
23580,occ_390000,18650,Metro
23580,occ_410000,23720,Metro
23580,occ_430000,30260,Metro
23580,occ_450000,23010,Metro
23580,occ_470000,30510,Metro
23580,occ_490000,37400,Metro
23580,occ_510000,24350,Metro
23580,occ_530000,25430,Metro
24020,occ_110000,86030,Metro
24020,occ_130000,53470,Metro
24020,occ_150000,52490,Metro
24020,occ_170000,61870,Metro
24020,occ_190000,54220,Metro
24020,occ_210000,44160,Metro
24020,occ_230000,67170,Metro
24020,occ_250000,40860,Metro
24020,occ_270000,28780,Metro
24020,occ_290000,54270,Metro
24020,occ_310000,29320,Metro
24020,occ_330000,52850,Metro
24020,occ_350000,19040,Metro
24020,occ_370000,23400,Metro
24020,occ_390000,22320,Metro
24020,occ_410000,22890,Metro
24020,occ_430000,29670,Metro
24020,occ_450000,27760,Metro
24020,occ_470000,38410,Metro
24020,occ_490000,40400,Metro
24020,occ_510000,32690,Metro
24020,occ_530000,30000,Metro
24140,occ_110000,82000,Metro
24140,occ_130000,53790,Metro
24140,occ_150000,56830,Metro
24140,occ_170000,61270,Metro
24140,occ_190000,50880,Metro
24140,occ_210000,34920,Metro
24140,occ_230000,39020,Metro
24140,occ_250000,39060,Metro
24140,occ_270000,27780,Metro
24140,occ_290000,55200,Metro
24140,occ_310000,19690,Metro
24140,occ_330000,33350,Metro
24140,occ_350000,18010,Metro
24140,occ_370000,19420,Metro
24140,occ_390000,18930,Metro
24140,occ_410000,20840,Metro
24140,occ_430000,27870,Metro
24140,occ_450000,26010,Metro
24140,occ_470000,37330,Metro
24140,occ_490000,34990,Metro
24140,occ_510000,25610,Metro
24140,occ_530000,25870,Metro
24220,occ_110000,78520,Metro
24220,occ_130000,52430,Metro
24220,occ_150000,54040,Metro
24220,occ_170000,56400,Metro
24220,occ_190000,47940,Metro
24220,occ_210000,41580,Metro
24220,occ_230000,44350,Metro
24220,occ_250000,45780,Metro
24220,occ_270000,34180,Metro
24220,occ_290000,53930,Metro
24220,occ_310000,27080,Metro
24220,occ_330000,43070,Metro
24220,occ_350000,18970,Metro
24220,occ_370000,22470,Metro
24220,occ_390000,21630,Metro
24220,occ_410000,20840,Metro
24220,occ_430000,29280,Metro
24220,occ_450000,32510,Metro
24220,occ_470000,40620,Metro
24220,occ_490000,40670,Metro
24220,occ_510000,34570,Metro
24220,occ_530000,31310,Metro
24300,occ_110000,84090,Metro
24300,occ_130000,55720,Metro
24300,occ_150000,66300,Metro
24300,occ_170000,67520,Metro
24300,occ_190000,61690,Metro
24300,occ_210000,38190,Metro
24300,occ_230000,58780,Metro
24300,occ_270000,32080,Metro
24300,occ_290000,63670,Metro
24300,occ_310000,26650,Metro
24300,occ_330000,39140,Metro
24300,occ_350000,18900,Metro
24300,occ_370000,23520,Metro
24300,occ_390000,19560,Metro
24300,occ_410000,24390,Metro
24300,occ_430000,30970,Metro
24300,occ_450000,22950,Metro
24300,occ_470000,41230,Metro
24300,occ_490000,42510,Metro
24300,occ_510000,28370,Metro
24300,occ_530000,31870,Metro
24340,occ_110000,89190,Metro
24340,occ_130000,56930,Metro
24340,occ_150000,66740,Metro
24340,occ_170000,62460,Metro
24340,occ_190000,54170,Metro
24340,occ_210000,43320,Metro
24340,occ_230000,71760,Metro
24340,occ_250000,47500,Metro
24340,occ_270000,38280,Metro
24340,occ_290000,56130,Metro
24340,occ_310000,26490,Metro
24340,occ_330000,38630,Metro
24340,occ_350000,18760,Metro
24340,occ_370000,22100,Metro
24340,occ_390000,20930,Metro
24340,occ_410000,26790,Metro
24340,occ_430000,30750,Metro
24340,occ_450000,23370,Metro
24340,occ_470000,40990,Metro
24340,occ_490000,40780,Metro
24340,occ_510000,29830,Metro
24340,occ_530000,29630,Metro
24500,occ_110000,71780,Metro
24500,occ_130000,45180,Metro
24500,occ_150000,36150,Metro
24500,occ_170000,60800,Metro
24500,occ_190000,43970,Metro
24500,occ_210000,32520,Metro
24500,occ_230000,55460,Metro
24500,occ_250000,28580,Metro
24500,occ_270000,27980,Metro
24500,occ_290000,56570,Metro
24500,occ_310000,25380,Metro
24500,occ_330000,37330,Metro
24500,occ_350000,18570,Metro
24500,occ_370000,21400,Metro
24500,occ_390000,20940,Metro
24500,occ_410000,21120,Metro
24500,occ_430000,27190,Metro
24500,occ_450000,18700,Metro
24500,occ_470000,39820,Metro
24500,occ_490000,38130,Metro
24500,occ_510000,28600,Metro
24500,occ_530000,27520,Metro
24540,occ_110000,94550,Metro
24540,occ_130000,60630,Metro
24540,occ_150000,66390,Metro
24540,occ_170000,74460,Metro
24540,occ_190000,57600,Metro
24540,occ_210000,42890,Metro
24540,occ_230000,59080,Metro
24540,occ_250000,36440,Metro
24540,occ_270000,34450,Metro
24540,occ_290000,66410,Metro
24540,occ_310000,27290,Metro
24540,occ_330000,43950,Metro
24540,occ_350000,18590,Metro
24540,occ_370000,24310,Metro
24540,occ_390000,23050,Metro
24540,occ_410000,27330,Metro
24540,occ_430000,30580,Metro
24540,occ_450000,22130,Metro
24540,occ_470000,37540,Metro
24540,occ_490000,40480,Metro
24540,occ_510000,33950,Metro
24540,occ_530000,34760,Metro
24580,occ_110000,79280,Metro
24580,occ_130000,52500,Metro
24580,occ_150000,63060,Metro
24580,occ_170000,61050,Metro
24580,occ_190000,51590,Metro
24580,occ_210000,41160,Metro
24580,occ_230000,64420,Metro
24580,occ_250000,49620,Metro
24580,occ_270000,34750,Metro
24580,occ_290000,54930,Metro
24580,occ_310000,27110,Metro
24580,occ_330000,35020,Metro
24580,occ_350000,18500,Metro
24580,occ_370000,22830,Metro
24580,occ_390000,21320,Metro
24580,occ_410000,24160,Metro
24580,occ_430000,31090,Metro
24580,occ_450000,29100,Metro
24580,occ_470000,44230,Metro
24580,occ_490000,40720,Metro
24580,occ_510000,32580,Metro
24580,occ_530000,30660,Metro
24660,occ_110000,94940,Metro
24660,occ_130000,57550,Metro
24660,occ_150000,68890,Metro
24660,occ_170000,66460,Metro
24660,occ_190000,49330,Metro
24660,occ_210000,39710,Metro
24660,occ_230000,50760,Metro
24660,occ_250000,41920,Metro
24660,occ_270000,39570,Metro
24660,occ_290000,54490,Metro
24660,occ_310000,21780,Metro
24660,occ_330000,32210,Metro
24660,occ_350000,18200,Metro
24660,occ_370000,19360,Metro
24660,occ_390000,18950,Metro
24660,occ_410000,24680,Metro
24660,occ_430000,31230,Metro
24660,occ_450000,26750,Metro
24660,occ_470000,31740,Metro
24660,occ_490000,40820,Metro
24660,occ_510000,29870,Metro
24660,occ_530000,24880,Metro
24780,occ_110000,89870,Metro
24780,occ_130000,55560,Metro
24780,occ_150000,56370,Metro
24780,occ_170000,54270,Metro
24780,occ_190000,45640,Metro
24780,occ_210000,40190,Metro
24780,occ_230000,56290,Metro
24780,occ_250000,43820,Metro
24780,occ_270000,32530,Metro
24780,occ_290000,58000,Metro
24780,occ_310000,21020,Metro
24780,occ_330000,33340,Metro
24780,occ_350000,18150,Metro
24780,occ_370000,19440,Metro
24780,occ_390000,18620,Metro
24780,occ_410000,21870,Metro
24780,occ_430000,29400,Metro
24780,occ_450000,22110,Metro
24780,occ_470000,31700,Metro
24780,occ_490000,39190,Metro
24780,occ_510000,31170,Metro
24780,occ_530000,24380,Metro
24860,occ_110000,84690,Metro
24860,occ_130000,54400,Metro
24860,occ_150000,58010,Metro
24860,occ_170000,73250,Metro
24860,occ_190000,44720,Metro
24860,occ_210000,34610,Metro
24860,occ_230000,76670,Metro
24860,occ_250000,44320,Metro
24860,occ_270000,37680,Metro
24860,occ_290000,55060,Metro
24860,occ_310000,23940,Metro
24860,occ_330000,27550,Metro
24860,occ_350000,18150,Metro
24860,occ_370000,18760,Metro
24860,occ_390000,19190,Metro
24860,occ_410000,24380,Metro
24860,occ_430000,29170,Metro
24860,occ_450000,23480,Metro
24860,occ_470000,33110,Metro
24860,occ_490000,39540,Metro
24860,occ_510000,30540,Metro
24860,occ_530000,24070,Metro
25060,occ_110000,70900,Metro
25060,occ_130000,54610,Metro
25060,occ_150000,62170,Metro
25060,occ_170000,63680,Metro
25060,occ_190000,75680,Metro
25060,occ_210000,34400,Metro
25060,occ_230000,65480,Metro
25060,occ_250000,38470,Metro
25060,occ_270000,39090,Metro
25060,occ_290000,52570,Metro
25060,occ_310000,24000,Metro
25060,occ_330000,30060,Metro
25060,occ_350000,18410,Metro
25060,occ_370000,20780,Metro
25060,occ_390000,19360,Metro
25060,occ_410000,21130,Metro
25060,occ_430000,27730,Metro
25060,occ_450000,29290,Metro
25060,occ_470000,34300,Metro
25060,occ_490000,36860,Metro
25060,occ_510000,33520,Metro
25060,occ_530000,25890,Metro
25180,occ_110000,85150,Metro
25180,occ_130000,58840,Metro
25180,occ_150000,80690,Metro
25180,occ_170000,69970,Metro
25180,occ_190000,48900,Metro
25180,occ_210000,41680,Metro
25180,occ_230000,54070,Metro
25180,occ_250000,42950,Metro
25180,occ_270000,39660,Metro
25180,occ_290000,59410,Metro
25180,occ_310000,27440,Metro
25180,occ_330000,38250,Metro
25180,occ_350000,18660,Metro
25180,occ_370000,23970,Metro
25180,occ_390000,19350,Metro
25180,occ_410000,21720,Metro
25180,occ_430000,30680,Metro
25180,occ_450000,20810,Metro
25180,occ_470000,36060,Metro
25180,occ_490000,40520,Metro
25180,occ_510000,35250,Metro
25180,occ_530000,31870,Metro
25260,occ_110000,85050,Metro
25260,occ_130000,56130,Metro
25260,occ_150000,66630,Metro
25260,occ_170000,71860,Metro
25260,occ_190000,55440,Metro
25260,occ_210000,66280,Metro
25260,occ_230000,61370,Metro
25260,occ_250000,44750,Metro
25260,occ_270000,42880,Metro
25260,occ_290000,80710,Metro
25260,occ_310000,27540,Metro
25260,occ_330000,75830,Metro
25260,occ_350000,19060,Metro
25260,occ_370000,26610,Metro
25260,occ_390000,19190,Metro
25260,occ_410000,22920,Metro
25260,occ_430000,34990,Metro
25260,occ_450000,18670,Metro
25260,occ_470000,47870,Metro
25260,occ_490000,46060,Metro
25260,occ_510000,34070,Metro
25260,occ_530000,32200,Metro
25420,occ_110000,94240,Metro
25420,occ_130000,58200,Metro
